
Standard & Poors 500 Index,Last: 4600.4502,Change:  -62.3998
"Date: January 18, 2022, 3:17 PM EST",Bid: 4599.6602,Ask: 4601.6201,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Mon Feb 07 2022,SPXW220207C04735000,15.73,-18.37,19.5,19.9,6,0.1529,0.2151,0.0018,6,4735.00,SPXW220207P04735000,129.45,0,155.1,155.8,0,0.1529,-0.7847,0.0018,2
Mon Feb 07 2022,SPXW220207C04740000,17.44,-14.61,18.1,18.5,1,0.1516,0.2048,0.0017,58,4740.00,SPXW220207P04740000,70.7,0,158.8,159.5,0,0.1518,-0.7951,0.0017,8
Mon Feb 07 2022,SPXW220207C04745000,16.2,-13.8,16.9,17.2,9,0.1504,0.1946,0.0017,1,4745.00,SPXW220207P04745000,175.84,60.89,162.5,163.2,1,0.1506,-0.8052,0.0017,2
Mon Feb 07 2022,SPXW220207C04750000,15.65,-12.4,15.6,16,16,0.1493,0.1847,0.0016,689,4750.00,SPXW220207P04750000,179.76,61.81,166.3,167,1,0.1494,-0.8152,0.0016,80
Mon Feb 07 2022,SPXW220207C04755000,14.31,-11.84,14.5,14.8,14,0.1482,0.175,0.0016,66,4755.00,SPXW220207P04755000,76.5,0,170.1,170.8,0,0.1485,-0.8249,0.0016,2
Mon Feb 07 2022,SPXW220207C04760000,13.25,-11.1,13.4,13.7,11,0.1473,0.1656,0.0016,46,4760.00,SPXW220207P04760000,78.78,0,174,174.8,0,0.1474,-0.8343,0.0016,8
Mon Feb 07 2022,SPXW220207C04765000,12.25,-10.3,12.4,12.7,28,0.146,0.1564,0.0015,19,4765.00,SPXW220207P04765000,91.1,0,178,178.7,0,0.1465,-0.8435,0.0015,5
Mon Feb 07 2022,SPXW220207C04770000,10,-11,11.4,11.7,11,0.1452,0.1475,0.0015,184,4770.00,SPXW220207P04770000,151.78,0,179.2,185,0,0.1466,-0.8524,0.0015,2
Mon Feb 07 2022,SPXW220207C04775000,10.55,-8.85,10.5,10.8,64,0.1443,0.1389,0.0014,75,4775.00,SPXW220207P04775000,165.99,0,183.3,189.1,0,0.1455,-0.861,0.0014,41
Mon Feb 07 2022,SPXW220207C04780000,7.43,-10.52,9.6,10,28,0.1431,0.1306,0.0014,67,4780.00,SPXW220207P04780000,161.77,0,187.4,193.2,0,0.1446,-0.8693,0.0014,39
Mon Feb 07 2022,SPXW220207C04785000,12.4,0,8.9,9.2,0,0.1422,0.1226,0.0013,4,4785.00,SPXW220207P04785000,0,0,191.6,197,0,0.1444,-0.8773,0.0013,0
Mon Feb 07 2022,SPXW220207C04790000,7.19,-8.06,8.2,8.4,21,0.1415,0.115,0.0013,11,4790.00,SPXW220207P04790000,213.75,0,195.9,201.7,0,0.1431,-0.8849,0.0013,25
Mon Feb 07 2022,SPXW220207C04795000,13.35,0,7.5,7.7,0,0.1408,0.1076,0.0012,1,4795.00,SPXW220207P04795000,0,0,200.2,206.1,0,0.1426,-0.8923,0.0012,0
Mon Feb 07 2022,SPXW220207C04800000,7.07,-5.83,6.8,7.1,129,0.14,0.1006,0.0012,304,4800.00,SPXW220207P04800000,231.97,79.12,204.6,210.4,1,0.1418,-0.8993,0.0012,50
Mon Feb 07 2022,SPXW220207C04805000,11.6,0,6.3,6.5,0,0.1394,0.094,0.0011,16,4805.00,SPXW220207P04805000,0,0,209,214.8,0,0.1411,-0.9059,0.0011,0
Mon Feb 07 2022,SPXW220207C04810000,5.09,-5.71,5.7,6,64,0.1387,0.0876,0.0011,89,4810.00,SPXW220207P04810000,122.1,0,213.4,218.8,0,0.141,-0.9123,0.0011,2
Mon Feb 07 2022,SPXW220207C04815000,4.93,-4.97,5.2,5.5,10,0.1381,0.0816,0.001,53,4815.00,SPXW220207P04815000,0,0,217.9,223.8,0,0.1399,-0.9183,0.001,0
Mon Feb 07 2022,SPXW220207C04820000,4.5,-4.5,4.8,5,111,0.1375,0.076,0.001,46,4820.00,SPXW220207P04820000,0,0,222.8,228.2,0,0.1392,-0.9239,0.001,0
Mon Feb 07 2022,SPXW220207C04825000,4.15,-4.05,4.4,4.6,3,0.1372,0.0706,0.0009,200,4825.00,SPXW220207P04825000,197.85,0,227,232.5,0,0.1399,-0.9292,0.0009,26
Mon Feb 07 2022,SPXW220207C04830000,3.45,-4.05,4,4.2,25,0.1366,0.0656,0.0009,23,4830.00,SPXW220207P04830000,0,0,231.6,237.6,0,0.1388,-0.9343,0.0009,0
Mon Feb 07 2022,SPXW220207C04840000,3.33,-2.97,3.3,3.5,214,0.1355,0.0565,0.0008,133,4840.00,SPXW220207P04840000,205.29,0,240.9,246.9,0,0.138,-0.9434,0.0008,1
Mon Feb 07 2022,SPXW220207C04850000,3.1,-2.1,2.8,2.95,53,0.1349,0.0486,0.0007,288,4850.00,SPXW220207P04850000,214.67,0,250.7,256.4,0,0.1351,-0.9513,0.0007,62
Mon Feb 07 2022,SPXW220207C04860000,2.32,-1.98,2.3,2.5,6,0.1346,0.0418,0.0006,4,4860.00,SPXW220207P04860000,0,0,260.2,266,0,0.1348,-0.9581,0.0006,0
Mon Feb 07 2022,SPXW220207C04870000,1.7,-1.85,1.95,2.1,26,0.1345,0.0359,0.0005,7,4870.00,SPXW220207P04870000,232.52,0,269.8,275.6,0,0.1345,-0.964,0.0005,2
Mon Feb 07 2022,SPXW220207C04875000,1.7,-1.55,1.75,1.9,56,0.134,0.0333,0.0005,140,4875.00,SPXW220207P04875000,240.7,0,274.6,280.4,0,0.134,-0.9666,0.0005,69
Mon Feb 07 2022,SPXW220207C04900000,1.23,-0.895,1.1,1.25,111,0.1338,0.023,0.0004,171,4900.00,SPXW220207P04900000,0,0,299.1,304.8,0,0.1357,-0.9769,0.0004,0
Mon Feb 07 2022,SPXW220207C04925000,0.6,-0.8,0.7,0.85,12,0.1344,0.0161,0.0003,98,4925.00,SPXW220207P04925000,0,0,323.5,329.4,0,0.1349,-0.9838,0.0003,0
Mon Feb 07 2022,SPXW220207C04950000,1.55,0,0.45,0.55,0,0.1349,0.0114,0.0002,3,4950.00,SPXW220207P04950000,211.02,0,348.2,354.1,0,0.1351,-0.9884,0.0002,2
Mon Feb 07 2022,SPXW220207C04975000,0.44,-0.235,0.25,0.4,5,0.1358,0.0082,0.0001,15,4975.00,SPXW220207P04975000,0,0,373,378.5,0,0.1417,-0.9916,0.0001,0
Mon Feb 07 2022,SPXW220207C05000000,0.34,-0.185,0.15,0.3,5,0.1377,0.006,0.0001,17,5000.00,SPXW220207P05000000,0,0,397.9,403.8,0,0.1377,-0.9939,0.0001,0
Mon Feb 07 2022,SPXW220207C05025000,0.15,-0.225,0.1,0.2,1,0.1391,0.0045,0.0001,3,5025.00,SPXW220207P05025000,0,0,422.8,428.7,0,0.1377,-0.9954,0.0001,0
Mon Feb 07 2022,SPXW220207C05050000,0.57,0,0.05,0.15,0,0.1405,0.0034,0.0001,2,5050.00,SPXW220207P05050000,0,0,447.8,453.5,0,0.1311,-0.9965,0.0001,0
Mon Feb 07 2022,SPXW220207C05075000,0.24,0,0.05,0.15,0,0.1472,0.0026,0,3,5075.00,SPXW220207P05075000,0,0,472.9,478.7,0,0.1578,-0.9973,0,0
Mon Feb 07 2022,SPXW220207C05100000,0.22,0,0.05,0.15,0,0.1538,0.0021,0,33,5100.00,SPXW220207P05100000,0,0,497.9,503.7,0,0.1656,-0.9978,0,0
Mon Feb 07 2022,SPXW220207C05125000,0,0,0,0.15,0,0.1564,0.0017,0,0,5125.00,SPXW220207P05125000,0,0,522.7,528.6,0,0.1563,-0.9982,0,0
Mon Feb 07 2022,SPXW220207C05150000,0.1,-0.025,0,0.1,1,0.1574,0.0014,0,20,5150.00,SPXW220207P05150000,0,0,547.7,553.2,0,0.1811,-0.9985,0,0
Mon Feb 07 2022,SPXW220207C05200000,0,0,0,0.1,0,0.1699,0.001,0,0,5200.00,SPXW220207P05200000,0,0,597.8,603.4,0,0.1707,-0.9989,0,0
Mon Feb 07 2022,SPXW220207C05250000,0,0,0,0.1,0,0.182,0.0008,0,0,5250.00,SPXW220207P05250000,0,0,647.8,653.4,0,0.1876,-0.9991,0,0
Mon Feb 07 2022,SPXW220207C05300000,0,0,0,0.1,0,0.1936,0.0006,0,0,5300.00,SPXW220207P05300000,0,0,697.6,703.4,0,0,-0.9993,0,0
Mon Feb 07 2022,SPXW220207C05400000,0,0,0,0.1,0,0.2171,0.0004,0,0,5400.00,SPXW220207P05400000,0,0,797.7,803.2,0,0,-0.9995,0,0
Mon Feb 07 2022,SPXW220207C05500000,0,0,0,0.05,0,0.2279,0.0003,0,0,5500.00,SPXW220207P05500000,0,0,897.6,903.5,0,0.2574,-0.9996,0,0
Mon Feb 07 2022,SPXW220207C05600000,0,0,0,0.05,0,0.249,0.0002,0,0,5600.00,SPXW220207P05600000,0,0,997.6,1003.5,0,0,-0.9997,0,0
Mon Feb 07 2022,SPXW220207C05800000,0,0,0,0.05,0,0.2897,0.0001,0,0,5800.00,SPXW220207P05800000,0,0,1197.5,1203.5,0,0,-0.9998,0,0
Wed Feb 09 2022,SPXW220209C01200000,0,0,3388.4,3406.8,0,0,0.9997,0,0,1200.00,SPXW220209P01200000,0,0,0,0.05,0,1.5032,0,0,0
Wed Feb 09 2022,SPXW220209C01400000,0,0,3188.4,3206.5,0,0,0.9997,0,0,1400.00,SPXW220209P01400000,0,0,0,0.05,0,1.3341,0,0,0
Wed Feb 09 2022,SPXW220209C01600000,0,0,2988.5,3006.9,0,0,0.9997,0,0,1600.00,SPXW220209P01600000,0,0,0,0.05,0,1.1879,0,0,0
Wed Feb 09 2022,SPXW220209C01800000,0,0,2788.5,2806.6,0,0,0.9997,0,0,1800.00,SPXW220209P01800000,0,0,0,0.05,0,1.0591,-0.0001,0,0
Wed Feb 09 2022,SPXW220209C02000000,0,0,2588.6,2607,0,0,0.9996,0,0,2000.00,SPXW220209P02000000,0.05,0,0,0.05,0,0.9439,-0.0001,0,5
Wed Feb 09 2022,SPXW220209C02200000,0,0,2388.7,2406.8,0,0,0.9996,0,0,2200.00,SPXW220209P02200000,0,0,0,0.1,0,0.8785,-0.0002,0,0
Wed Feb 09 2022,SPXW220209C02400000,0,0,2188.8,2206.9,0,0,0.9994,0,0,2400.00,SPXW220209P02400000,0.1,0,0.05,0.1,0,0.8016,-0.0003,0,132
Wed Feb 09 2022,SPXW220209C02600000,0,0,1988.9,2007,0,0,0.9992,0,0,2600.00,SPXW220209P02600000,0,0,0.1,0.2,0,0.7458,-0.0006,0,0
Wed Feb 09 2022,SPXW220209C02800000,0,0,1789,1807.4,0,0,0.9988,0,0,2800.00,SPXW220209P02800000,0,0,0.15,0.3,0,0.6765,-0.001,0,0
Wed Feb 09 2022,SPXW220209C02900000,0,0,1689.1,1707.5,0,0,0.9984,0,0,2900.00,SPXW220209P02900000,0,0,0.25,0.35,0,0.6477,-0.0014,0,0
Wed Feb 09 2022,SPXW220209C03000000,0,0,1589.2,1607.3,0,0,0.9979,0,0,3000.00,SPXW220209P03000000,0.47,0,0.35,0.45,0,0.6195,-0.0019,0,1
Wed Feb 09 2022,SPXW220209C03100000,0,0,1489.4,1507.8,0,0,0.9972,0,0,3100.00,SPXW220209P03100000,0.42,0,0.45,0.55,0,0.5879,-0.0025,0,16
Wed Feb 09 2022,SPXW220209C03200000,0,0,1389.6,1407.7,0,0,0.9963,0,0,3200.00,SPXW220209P03200000,0.75,0.175,0.6,0.7,26,0.5589,-0.0034,0,157
Wed Feb 09 2022,SPXW220209C03300000,0,0,1295.4,1301.6,0,0.6135,0.9951,0,0,3300.00,SPXW220209P03300000,1.05,0,0.8,0.9,0,0.5304,-0.0047,0,126
Wed Feb 09 2022,SPXW220209C03400000,0,0,1195.7,1201.8,0,0.5713,0.9935,0,0,3400.00,SPXW220209P03400000,1.3,0,1.05,1.15,0,0.5014,-0.0062,0,566
Wed Feb 09 2022,SPXW220209C03500000,0,0,1096.1,1102.1,0,0.5313,0.9914,0,0,3500.00,SPXW220209P03500000,1.35,0,1.35,1.5,0,0.4724,-0.0083,0,115
Wed Feb 09 2022,SPXW220209C03550000,0,0,1046.3,1052.3,0,0.4469,0.9902,0,0,3550.00,SPXW220209P03550000,0,0,1.55,1.7,0,0.458,-0.0096,0,0
Wed Feb 09 2022,SPXW220209C03600000,0,0,996.6,1002.5,0,0.4925,0.9887,0.0001,0,3600.00,SPXW220209P03600000,2.05,0,1.8,1.95,0,0.4441,-0.0111,0.0001,184
Wed Feb 09 2022,SPXW220209C03650000,0,0,946.9,952.8,0,0.4726,0.987,0.0001,0,3650.00,SPXW220209P03650000,2.25,0.425,2.1,2.2,7,0.4305,-0.0128,0.0001,30
Wed Feb 09 2022,SPXW220209C03700000,0,0,897.2,903.1,0,0.4069,0.985,0.0001,0,3700.00,SPXW220209P03700000,3.2,0,2.4,2.55,0,0.4157,-0.0148,0.0001,32
Wed Feb 09 2022,SPXW220209C03750000,0,0,847.6,853.5,0,0.3939,0.9826,0.0001,0,3750.00,SPXW220209P03750000,2.18,0,2.75,2.9,0,0.4009,-0.0171,0.0001,250
Wed Feb 09 2022,SPXW220209C03800000,0,0,798,803.9,0,0.3795,0.9798,0.0001,0,3800.00,SPXW220209P03800000,3.9,1.2,3.1,3.4,102,0.3866,-0.02,0.0001,203
Wed Feb 09 2022,SPXW220209C03825000,0,0,773.3,779.1,0,0.3727,0.9782,0.0001,0,3825.00,SPXW220209P03825000,0,0,3.4,3.6,0,0.3794,-0.0216,0.0001,0
Wed Feb 09 2022,SPXW220209C03850000,0,0,748.6,754.4,0,0.3664,0.9763,0.0001,0,3850.00,SPXW220209P03850000,2.71,0,3.6,3.9,0,0.3721,-0.0234,0.0001,50
Wed Feb 09 2022,SPXW220209C03875000,0,0,723.9,729.8,0,0.3605,0.9743,0.0001,0,3875.00,SPXW220209P03875000,3.08,0,3.9,4.1,0,0.3651,-0.0255,0.0001,2
Wed Feb 09 2022,SPXW220209C03900000,0,0,699,705.1,0,0.3518,0.972,0.0002,0,3900.00,SPXW220209P03900000,3.88,0,4.2,4.5,0,0.3584,-0.0277,0.0002,1
Wed Feb 09 2022,SPXW220209C03925000,0,0,674.6,680.3,0,0.3457,0.9695,0.0002,0,3925.00,SPXW220209P03925000,2.88,0,4.6,4.8,0,0.3506,-0.0303,0.0002,4
Wed Feb 09 2022,SPXW220209C03950000,0,0,649.8,655.7,0,0.364,0.9666,0.0002,0,3950.00,SPXW220209P03950000,4.5,0,5,5.2,0,0.3439,-0.0331,0.0002,4
Wed Feb 09 2022,SPXW220209C03975000,0,0,625.5,631.3,0,0.3337,0.9634,0.0002,0,3975.00,SPXW220209P03975000,6.07,0,5.4,5.7,0,0.3377,-0.0363,0.0002,12
Wed Feb 09 2022,SPXW220209C04000000,0,0,600.8,606.8,0,0.3261,0.9598,0.0002,0,4000.00,SPXW220209P04000000,6.52,0,5.9,6.2,0,0.3309,-0.04,0.0002,477
Wed Feb 09 2022,SPXW220209C04025000,0,0,576.6,582.2,0,0.3201,0.9557,0.0002,0,4025.00,SPXW220209P04025000,6.95,1.9,6.5,6.8,1,0.3242,-0.044,0.0002,2
Wed Feb 09 2022,SPXW220209C04050000,0,0,552.3,557.8,0,0.3139,0.9511,0.0003,0,4050.00,SPXW220209P04050000,4.3,0,7.2,7.4,0,0.3178,-0.0486,0.0003,2
Wed Feb 09 2022,SPXW220209C04075000,0,0,528.1,534,0,0.3062,0.9459,0.0003,0,4075.00,SPXW220209P04075000,8.45,2.5,7.9,8.2,1,0.3116,-0.0539,0.0003,1
Wed Feb 09 2022,SPXW220209C04100000,599.12,0,504,509.4,0,0.3024,0.94,0.0003,3,4100.00,SPXW220209P04100000,11.07,4.57,8.8,9,4,0.3055,-0.0598,0.0003,4
Wed Feb 09 2022,SPXW220209C04125000,0,0,480,485.3,0,0.2965,0.9334,0.0004,0,4125.00,SPXW220209P04125000,11.7,4.55,9.7,10,12,0.2994,-0.0664,0.0004,87
Wed Feb 09 2022,SPXW220209C04150000,0,0,456.1,461.4,0,0.2909,0.9259,0.0004,0,4150.00,SPXW220209P04150000,13.62,5.77,10.8,11.1,2,0.2936,-0.0739,0.0004,30
Wed Feb 09 2022,SPXW220209C04175000,0,0,432.4,438.1,0,0.2841,0.9175,0.0005,0,4175.00,SPXW220209P04175000,16.04,7.39,12.1,12.4,2,0.2882,-0.0823,0.0005,16
Wed Feb 09 2022,SPXW220209C04200000,0,0,409.2,414.5,0,0.278,0.908,0.0005,0,4200.00,SPXW220209P04200000,13.4,3.8,13.5,13.8,3,0.2824,-0.0917,0.0005,96
Wed Feb 09 2022,SPXW220209C04225000,0,0,385.5,390.9,0,0.2734,0.8974,0.0006,0,4225.00,SPXW220209P04225000,17.64,6.94,15.1,15.5,9,0.2769,-0.1023,0.0006,53
Wed Feb 09 2022,SPXW220209C04250000,454.4,0,362.4,367.5,0,0.2693,0.8856,0.0006,3,4250.00,SPXW220209P04250000,19.69,7.79,17,17.3,10,0.2712,-0.1142,0.0006,21
Wed Feb 09 2022,SPXW220209C04275000,0,0,339.6,345,0,0.2632,0.8724,0.0007,0,4275.00,SPXW220209P04275000,23,9.75,19.1,19.4,4,0.2659,-0.1274,0.0007,25
Wed Feb 09 2022,SPXW220209C04300000,0,0,317,321.9,0,0.2589,0.8576,0.0008,0,4300.00,SPXW220209P04300000,26.85,12,21.4,21.8,3,0.2606,-0.1421,0.0008,575
Wed Feb 09 2022,SPXW220209C04325000,0,0,297.3,297.9,0,0.2557,0.8412,0.0008,0,4325.00,SPXW220209P04325000,30.05,13.4,24.1,24.5,3,0.2553,-0.1585,0.0008,29
Wed Feb 09 2022,SPXW220209C04350000,0,0,275.4,276,0,0.2501,0.823,0.0009,0,4350.00,SPXW220209P04350000,18.98,0,27.1,27.6,0,0.25,-0.1767,0.0009,267
Wed Feb 09 2022,SPXW220209C04375000,0,0,253.8,254.4,0,0.2449,0.8028,0.001,0,4375.00,SPXW220209P04375000,32.27,11.32,30.5,31,4,0.2447,-0.1969,0.001,115
Wed Feb 09 2022,SPXW220209C04380000,0,0,249.6,250.2,0,0.2437,0.7985,0.001,0,4380.00,SPXW220209P04380000,32.42,11.02,31.3,31.8,5,0.2436,-0.2012,0.001,11
Wed Feb 09 2022,SPXW220209C04390000,0,0,241.1,241.7,0,0.2415,0.7897,0.001,0,4390.00,SPXW220209P04390000,33.92,11.47,32.8,33.3,1,0.2414,-0.2101,0.001,0
Wed Feb 09 2022,SPXW220209C04400000,0,0,232.7,233.3,0,0.2393,0.7805,0.0011,0,4400.00,SPXW220209P04400000,41.12,17.57,34.4,34.9,2,0.2393,-0.2193,0.0011,38
Wed Feb 09 2022,SPXW220209C04410000,0,0,224.4,225,0,0.2372,0.7709,0.0011,0,4410.00,SPXW220209P04410000,43.78,19.13,36.1,36.6,2,0.2372,-0.2289,0.0011,0
Wed Feb 09 2022,SPXW220209C04420000,0,0,216.1,216.7,0,0.2352,0.7609,0.0012,0,4420.00,SPXW220209P04420000,45.83,20.03,37.8,38.4,2,0.2348,-0.2388,0.0012,0
Wed Feb 09 2022,SPXW220209C04425000,0,0,212,212.6,0,0.234,0.7558,0.0012,0,4425.00,SPXW220209P04425000,46.03,19.63,38.8,39.3,2,0.2337,-0.2439,0.0012,449
Wed Feb 09 2022,SPXW220209C04430000,0,0,208,208.6,0,0.2328,0.7506,0.0012,0,4430.00,SPXW220209P04430000,0,0,39.7,40.2,0,0.2328,-0.2492,0.0012,0
Wed Feb 09 2022,SPXW220209C04440000,0,0,199.9,200.5,0,0.2306,0.7398,0.0012,0,4440.00,SPXW220209P04440000,31.07,0,41.6,42.1,0,0.2304,-0.2599,0.0012,90
Wed Feb 09 2022,SPXW220209C04450000,0,0,191.9,192.5,0,0.2283,0.7287,0.0013,0,4450.00,SPXW220209P04450000,49.75,20.05,43.6,44.1,11,0.2282,-0.2711,0.0013,1310
Wed Feb 09 2022,SPXW220209C04460000,0,0,184,184.6,0,0.226,0.7171,0.0013,0,4460.00,SPXW220209P04460000,43.69,12.54,45.7,46.2,10,0.2259,-0.2827,0.0013,43
Wed Feb 09 2022,SPXW220209C04470000,0,0,176.2,176.8,0,0.2238,0.7051,0.0014,0,4470.00,SPXW220209P04470000,56.42,23.82,47.8,48.4,64,0.2237,-0.2947,0.0014,115
Wed Feb 09 2022,SPXW220209C04475000,164.23,-53.47,172.3,172.9,2,0.2225,0.6989,0.0014,0,4475.00,SPXW220209P04475000,57.67,24.27,49,49.6,69,0.2224,-0.3008,0.0014,98
Wed Feb 09 2022,SPXW220209C04480000,0,0,168.5,169,0,0.2215,0.6926,0.0014,0,4480.00,SPXW220209P04480000,57.27,23.07,50.2,50.7,5,0.2213,-0.3071,0.0014,47
Wed Feb 09 2022,SPXW220209C04485000,0,0,164.6,165.2,0,0.2204,0.6862,0.0014,0,4485.00,SPXW220209P04485000,0,0,51.3,51.9,0,0.2202,-0.3135,0.0014,0
Wed Feb 09 2022,SPXW220209C04490000,198.8,0,160.8,161.4,0,0.2192,0.6797,0.0014,5,4490.00,SPXW220209P04490000,35,0,52.5,53.1,0,0.219,-0.32,0.0014,37
Wed Feb 09 2022,SPXW220209C04495000,0,0,157.1,157.7,0,0.2179,0.6731,0.0015,0,4495.00,SPXW220209P04495000,58.26,21.56,53.8,54.3,10,0.218,-0.3266,0.0015,0
Wed Feb 09 2022,SPXW220209C04500000,0,0,153.3,153.9,0,0.2168,0.6664,0.0015,0,4500.00,SPXW220209P04500000,65.48,27.93,55,55.6,23,0.2166,-0.3334,0.0015,534
Wed Feb 09 2022,SPXW220209C04505000,0,0,149.6,150.2,0,0.2154,0.6595,0.0015,0,4505.00,SPXW220209P04505000,49.86,0,56.3,56.8,0,0.2155,-0.3402,0.0015,3
Wed Feb 09 2022,SPXW220209C04510000,0,0,145.9,146.5,0,0.2143,0.6526,0.0015,0,4510.00,SPXW220209P04510000,59.52,20.17,57.6,58.2,3,0.2142,-0.3472,0.0015,52
Wed Feb 09 2022,SPXW220209C04515000,0,0,142.3,142.9,0,0.2131,0.6455,0.0015,0,4515.00,SPXW220209P04515000,68.92,28.62,59,59.5,6,0.213,-0.3543,0.0015,0
Wed Feb 09 2022,SPXW220209C04520000,0,0,138.7,139.2,0,0.2119,0.6383,0.0016,0,4520.00,SPXW220209P04520000,70.42,29.17,60.3,60.9,1,0.2118,-0.3615,0.0016,1033
Wed Feb 09 2022,SPXW220209C04525000,130.3,-46.15,135.1,135.6,2,0.2107,0.631,0.0016,0,4525.00,SPXW220209P04525000,71.3,29.15,61.7,62.3,1,0.2105,-0.3688,0.0016,137
Wed Feb 09 2022,SPXW220209C04530000,0,0,131.5,132.1,0,0.2094,0.6235,0.0016,0,4530.00,SPXW220209P04530000,65.07,21.87,63.1,63.7,4,0.2094,-0.3762,0.0016,22
Wed Feb 09 2022,SPXW220209C04535000,0,0,127.9,128.5,0,0.2081,0.616,0.0016,0,4535.00,SPXW220209P04535000,76.38,32.23,64.6,65.2,6,0.2081,-0.3838,0.0016,5
Wed Feb 09 2022,SPXW220209C04540000,0,0,124.4,125,0,0.2069,0.6083,0.0016,0,4540.00,SPXW220209P04540000,78.08,32.83,66.1,66.7,3,0.2068,-0.3915,0.0016,28
Wed Feb 09 2022,SPXW220209C04545000,0,0,121,121.5,0,0.2057,0.6005,0.0016,0,4545.00,SPXW220209P04545000,32.9,0,67.6,68.2,0,0.2055,-0.3993,0.0016,1
Wed Feb 09 2022,SPXW220209C04550000,0,0,117.5,118.1,0,0.2043,0.5926,0.0017,0,4550.00,SPXW220209P04550000,82.97,35.57,69.2,69.7,17,0.2044,-0.4072,0.0017,1199
Wed Feb 09 2022,SPXW220209C04555000,0,0,114.1,114.7,0,0.203,0.5845,0.0017,0,4555.00,SPXW220209P04555000,78.38,29.88,70.8,71.3,23,0.203,-0.4152,0.0017,163
Wed Feb 09 2022,SPXW220209C04560000,0,0,110.7,111.3,0,0.2018,0.5764,0.0017,0,4560.00,SPXW220209P04560000,82.3,32.7,72.4,73,14,0.2018,-0.4234,0.0017,27
Wed Feb 09 2022,SPXW220209C04565000,0,0,107.4,108,0,0.2004,0.5681,0.0017,0,4565.00,SPXW220209P04565000,35.6,0,74.1,74.6,0,0.2005,-0.4317,0.0017,31
Wed Feb 09 2022,SPXW220209C04570000,0,0,104.1,104.7,0,0.1992,0.5596,0.0017,0,4570.00,SPXW220209P04570000,80.71,28.81,75.7,76.3,1,0.1992,-0.4401,0.0017,76
Wed Feb 09 2022,SPXW220209C04575000,92,-45.45,100.8,101.4,3,0.1979,0.5511,0.0018,0,4575.00,SPXW220209P04575000,88.6,35.4,77.5,78.1,1,0.1979,-0.4487,0.0018,25
Wed Feb 09 2022,SPXW220209C04580000,0,0,97.6,98.2,0,0.1965,0.5424,0.0018,0,4580.00,SPXW220209P04580000,60.4,0,79.2,79.8,0,0.1965,-0.4573,0.0018,20
Wed Feb 09 2022,SPXW220209C04585000,0,0,94.4,95,0,0.1952,0.5336,0.0018,0,4585.00,SPXW220209P04585000,86.26,30.56,81.1,81.7,1,0.1952,-0.4661,0.0018,15
Wed Feb 09 2022,SPXW220209C04590000,89.01,-37.24,91.3,91.8,1,0.1939,0.5247,0.0018,0,4590.00,SPXW220209P04590000,68.23,0,82.9,83.5,0,0.1939,-0.475,0.0018,37
Wed Feb 09 2022,SPXW220209C04595000,77.23,-45.32,88.2,88.7,3,0.1925,0.5157,0.0018,3,4595.00,SPXW220209P04595000,0,0,84.8,85.4,0,0.1925,-0.4841,0.0018,0
Wed Feb 09 2022,SPXW220209C04600000,82,-36.95,85.1,85.6,1,0.1912,0.5065,0.0018,0,4600.00,SPXW220209P04600000,84.89,25.19,86.7,87.3,7,0.1912,-0.4932,0.0018,106
Wed Feb 09 2022,SPXW220209C04605000,80.06,-35.29,82.1,82.6,1,0.1898,0.4972,0.0018,0,4605.00,SPXW220209P04605000,43.45,0,88.7,89.3,0,0.1898,-0.5025,0.0018,1
Wed Feb 09 2022,SPXW220209C04610000,0,0,79.1,79.6,0,0.1884,0.4878,0.0019,0,4610.00,SPXW220209P04610000,78.9,0,90.7,91.3,0,0.1884,-0.5119,0.0019,135
Wed Feb 09 2022,SPXW220209C04615000,0,0,76.1,76.7,0,0.187,0.4783,0.0019,0,4615.00,SPXW220209P04615000,45.55,0,92.7,93.4,0,0.187,-0.5214,0.0019,1
Wed Feb 09 2022,SPXW220209C04620000,67.1,-37.65,73.2,73.8,2,0.1856,0.4687,0.0019,0,4620.00,SPXW220209P04620000,78.8,0,94.8,95.5,0,0.1856,-0.5311,0.0019,28
Wed Feb 09 2022,SPXW220209C04625000,63.35,-37.9,70.4,70.9,1,0.1842,0.4589,0.0019,0,4625.00,SPXW220209P04625000,44.74,0,97,97.6,0,0.1843,-0.5409,0.0019,1
Wed Feb 09 2022,SPXW220209C04630000,0,0,67.6,68.1,0,0.1828,0.449,0.0019,0,4630.00,SPXW220209P04630000,85.5,0,99.2,99.8,0,0.1829,-0.5508,0.0019,72
Wed Feb 09 2022,SPXW220209C04635000,0,0,64.8,65.4,0,0.1814,0.439,0.0019,0,4635.00,SPXW220209P04635000,83.35,0,101.4,102.1,0,0.1815,-0.5608,0.0019,16
Wed Feb 09 2022,SPXW220209C04640000,113.09,0,62.1,62.7,0,0.18,0.4289,0.0019,1,4640.00,SPXW220209P04640000,101.18,29.33,103.7,104.4,1,0.1801,-0.5709,0.0019,16
Wed Feb 09 2022,SPXW220209C04645000,82.73,0,59.5,60,0,0.1786,0.4187,0.0019,2,4645.00,SPXW220209P04645000,50.22,0,106.1,106.7,0,0.1786,-0.5811,0.0019,6
